r,d,y,a,g,z,Equilibrium,C,M,eig_1,eig_2,stability,Colour
0.55,0.24,0.77,0.99,0.05,0,1,0,0,0.31,0.72,unstable_node,gold
0.55,0.24,0.77,0.99,0.05,0,2,0.563636364,0,-0.31,0.779416667,saddle_node,purple
0.55,0.24,0.77,0.99,0.05,0,3,0,0.935064935,-1.13,-0.72,stable_node,black
0.55,0.24,0.77,0.99,0.06,0,1,0,0,0.31,0.71,unstable_node,gold
0.55,0.24,0.77,0.99,0.06,0,2,0.563636364,0,-0.31,0.7565,saddle_node,purple
0.55,0.24,0.77,0.99,0.06,0,3,0,0.922077922,-1.11,-0.71,stable_node,black
0.55,0.24,0.77,0.99,0.07,0,1,0,0,0.31,0.7,unstable_node,gold
0.55,0.24,0.77,0.99,0.07,0,2,0.563636364,0,-0.31,0.733583333,saddle_node,purple
0.55,0.24,0.77,0.99,0.07,0,3,0,0.909090909,-1.09,-0.7,stable_node,black
0.55,0.24,0.77,0.99,0.08,0,1,0,0,0.31,0.69,unstable_node,gold
0.55,0.24,0.77,0.99,0.08,0,2,0.563636364,0,-0.31,0.710666667,saddle_node,purple
0.55,0.24,0.77,0.99,0.08,0,3,0,0.896103896,-1.07,-0.69,stable_node,black
0.55,0.24,0.77,0.99,0.09,0,1,0,0,0.31,0.68,unstable_node,gold
0.55,0.24,0.77,0.99,0.09,0,2,0.563636364,0,-0.31,0.68775,saddle_node,purple
0.55,0.24,0.77,0.99,0.09,0,3,0,0.883116883,-1.05,-0.68,stable_node,black
0.55,0.24,0.77,0.99,0.1,0,1,0,0,0.31,0.67,unstable_node,gold
0.55,0.24,0.77,0.99,0.1,0,2,0.563636364,0,-0.31,0.664833333,saddle_node,purple
0.55,0.24,0.77,0.99,0.1,0,3,0,0.87012987,-1.03,-0.67,stable_node,black
0.55,0.24,0.77,0.99,0.11,0,1,0,0,0.31,0.66,unstable_node,gold
0.55,0.24,0.77,0.99,0.11,0,2,0.563636364,0,-0.31,0.641916667,saddle_node,purple
0.55,0.24,0.77,0.99,0.11,0,3,0,0.857142857,-1.01,-0.66,stable_node,black
0.55,0.24,0.77,0.99,0.12,0,1,0,0,0.31,0.65,unstable_node,gold
0.55,0.24,0.77,0.99,0.12,0,2,0.563636364,0,-0.31,0.619,saddle_node,purple
0.55,0.24,0.77,0.99,0.12,0,3,0,0.844155844,-0.99,-0.65,stable_node,black
0.55,0.24,0.77,0.99,0.13,0,1,0,0,0.31,0.64,unstable_node,gold
0.55,0.24,0.77,0.99,0.13,0,2,0.563636364,0,-0.31,0.596083333,saddle_node,purple
0.55,0.24,0.77,0.99,0.13,0,3,0,0.831168831,-0.97,-0.64,stable_node,black
0.55,0.24,0.77,0.99,0.14,0,1,0,0,0.31,0.63,unstable_node,gold
0.55,0.24,0.77,0.99,0.14,0,2,0.563636364,0,-0.31,0.573166667,saddle_node,purple
0.55,0.24,0.77,0.99,0.14,0,3,0,0.818181818,-0.95,-0.63,stable_node,black
0.55,0.24,0.77,0.99,0.15,0,1,0,0,0.31,0.62,unstable_node,gold
0.55,0.24,0.77,0.99,0.15,0,2,0.563636364,0,-0.31,0.55025,saddle_node,purple
0.55,0.24,0.77,0.99,0.15,0,3,0,0.805194805,-0.93,-0.62,stable_node,black
0.55,0.24,0.77,0.99,0.16,0,1,0,0,0.31,0.61,unstable_node,gold
0.55,0.24,0.77,0.99,0.16,0,2,0.563636364,0,-0.31,0.527333333,saddle_node,purple
0.55,0.24,0.77,0.99,0.16,0,3,0,0.792207792,-0.91,-0.61,stable_node,black
0.55,0.24,0.77,0.99,0.17,0,1,0,0,0.31,0.6,unstable_node,gold
0.55,0.24,0.77,0.99,0.17,0,2,0.563636364,0,-0.31,0.504416667,saddle_node,purple
0.55,0.24,0.77,0.99,0.17,0,3,0,0.779220779,-0.89,-0.6,stable_node,black
0.55,0.24,0.77,0.99,0.18,0,1,0,0,0.31,0.59,unstable_node,gold
0.55,0.24,0.77,0.99,0.18,0,2,0.563636364,0,-0.31,0.4815,saddle_node,purple
0.55,0.24,0.77,0.99,0.18,0,3,0,0.766233766,-0.87,-0.59,stable_node,black
0.55,0.24,0.77,0.99,0.19,0,1,0,0,0.31,0.58,unstable_node,gold
0.55,0.24,0.77,0.99,0.19,0,2,0.563636364,0,-0.31,0.458583333,saddle_node,purple
0.55,0.24,0.77,0.99,0.19,0,3,0,0.753246753,-0.85,-0.58,stable_node,black
0.55,0.24,0.77,0.99,0.2,0,1,0,0,0.31,0.57,unstable_node,gold
0.55,0.24,0.77,0.99,0.2,0,2,0.563636364,0,-0.31,0.435666667,saddle_node,purple
0.55,0.24,0.77,0.99,0.2,0,3,0,0.74025974,-0.83,-0.57,stable_node,black
0.55,0.24,0.77,0.99,0.21,0,1,0,0,0.31,0.56,unstable_node,gold
0.55,0.24,0.77,0.99,0.21,0,2,0.563636364,0,-0.31,0.41275,saddle_node,purple
0.55,0.24,0.77,0.99,0.21,0,3,0,0.727272727,-0.81,-0.56,stable_node,black
0.55,0.24,0.77,0.99,0.22,0,1,0,0,0.31,0.55,unstable_node,gold
0.55,0.24,0.77,0.99,0.22,0,2,0.563636364,0,-0.31,0.389833333,saddle_node,purple
0.55,0.24,0.77,0.99,0.22,0,3,0,0.714285714,-0.79,-0.55,stable_node,black
0.55,0.24,0.77,0.99,0.23,0,1,0,0,0.31,0.54,unstable_node,gold
0.55,0.24,0.77,0.99,0.23,0,2,0.563636364,0,-0.31,0.366916667,saddle_node,purple
0.55,0.24,0.77,0.99,0.23,0,3,0,0.701298701,-0.77,-0.54,stable_node,black
0.55,0.24,0.77,0.99,0.24,0,1,0,0,0.31,0.53,unstable_node,gold
0.55,0.24,0.77,0.99,0.24,0,2,0.563636364,0,-0.31,0.344,saddle_node,purple
0.55,0.24,0.77,0.99,0.24,0,3,0,0.688311688,-0.75,-0.53,stable_node,black
0.55,0.24,0.77,0.99,0.25,0,1,0,0,0.31,0.52,unstable_node,gold
0.55,0.24,0.77,0.99,0.25,0,2,0.563636364,0,-0.31,0.321083333,saddle_node,purple
0.55,0.24,0.77,0.99,0.25,0,3,0,0.675324675,-0.73,-0.52,stable_node,black
0.55,0.24,0.77,0.99,0.26,0,1,0,0,0.31,0.51,unstable_node,gold
0.55,0.24,0.77,0.99,0.26,0,2,0.563636364,0,-0.31,0.298166667,saddle_node,purple
0.55,0.24,0.77,0.99,0.26,0,3,0,0.662337662,-0.71,-0.51,stable_node,black
0.55,0.24,0.77,0.99,0.27,0,1,0,0,0.31,0.5,unstable_node,gold
0.55,0.24,0.77,0.99,0.27,0,2,0.563636364,0,-0.31,0.27525,saddle_node,purple
0.55,0.24,0.77,0.99,0.27,0,3,0,0.649350649,-0.69,-0.5,stable_node,black
0.55,0.24,0.77,0.99,0.28,0,1,0,0,0.31,0.49,unstable_node,gold
0.55,0.24,0.77,0.99,0.28,0,2,0.563636364,0,-0.31,0.252333333,saddle_node,purple
0.55,0.24,0.77,0.99,0.28,0,3,0,0.636363636,-0.67,-0.49,stable_node,black
0.55,0.24,0.77,0.99,0.29,0,1,0,0,0.31,0.48,unstable_node,gold
0.55,0.24,0.77,0.99,0.29,0,2,0.563636364,0,-0.31,0.229416667,saddle_node,purple
0.55,0.24,0.77,0.99,0.29,0,3,0,0.623376623,-0.65,-0.48,stable_node,black
0.55,0.24,0.77,0.99,0.3,0,1,0,0,0.31,0.47,unstable_node,gold
0.55,0.24,0.77,0.99,0.3,0,2,0.563636364,0,-0.31,0.2065,saddle_node,purple
0.55,0.24,0.77,0.99,0.3,0,3,0,0.61038961,-0.63,-0.47,stable_node,black
0.55,0.24,0.77,0.99,0.31,0,1,0,0,0.31,0.46,unstable_node,gold
0.55,0.24,0.77,0.99,0.31,0,2,0.563636364,0,-0.31,0.183583333,saddle_node,purple
0.55,0.24,0.77,0.99,0.31,0,3,0,0.597402597,-0.61,-0.46,stable_node,black
0.55,0.24,0.77,0.99,0.32,0,1,0,0,0.31,0.45,unstable_node,gold
0.55,0.24,0.77,0.99,0.32,0,2,0.563636364,0,-0.31,0.160666667,saddle_node,purple
0.55,0.24,0.77,0.99,0.32,0,3,0,0.584415584,-0.59,-0.45,stable_node,black
0.55,0.24,0.77,0.99,0.33,0,1,0,0,0.31,0.44,unstable_node,gold
0.55,0.24,0.77,0.99,0.33,0,2,0.563636364,0,-0.31,0.13775,saddle_node,purple
0.55,0.24,0.77,0.99,0.33,0,3,0,0.571428571,-0.57,-0.44,stable_node,black
0.55,0.24,0.77,0.99,0.34,0,1,0,0,0.31,0.43,unstable_node,gold
0.55,0.24,0.77,0.99,0.34,0,2,0,0.558441558,-0.55,-0.43,stable_node,black
0.55,0.24,0.77,0.99,0.34,0,3,0.563636364,0,-0.31,0.114833333,saddle_node,purple
0.55,0.24,0.77,0.99,0.35,0,1,0,0,0.31,0.42,unstable_node,gold
0.55,0.24,0.77,0.99,0.35,0,2,0,0.545454545,-0.53,-0.42,stable_node,black
0.55,0.24,0.77,0.99,0.35,0,3,0.563636364,0,-0.31,0.091916667,saddle_node,purple
0.55,0.24,0.77,0.99,0.36,0,1,0,0,0.31,0.41,unstable_node,gold
0.55,0.24,0.77,0.99,0.36,0,2,0,0.532467532,-0.51,-0.41,stable_node,black
0.55,0.24,0.77,0.99,0.36,0,3,0.563636364,0,-0.31,0.069,saddle_node,purple
0.55,0.24,0.77,0.99,0.37,0,1,0,0,0.31,0.4,unstable_node,gold
