r,d,y,a,g,z,Equilibrium,C,M,eig_1,eig_2,stability,Colour
0.55,0.24,0.77,0.42,0.2,0.05,1,0.59734069,0,-0.374574759,0.064232942,saddle_node,purple
0.55,0.24,0.77,0.42,0.2,0.05,2,0.017285111,0.727834263,-0.355099051,-0.647846189,stable_node,black
0.55,0.24,0.77,0.42,0.21,0.05,1,0.59734069,0,-0.374574759,0.039398052,saddle_node,purple
0.55,0.24,0.77,0.42,0.21,0.05,2,0.018759377,0.713531732,-0.341269285,-0.638411244,stable_node,black
0.55,0.24,0.77,0.42,0.22,0.05,1,0.59734069,0,-0.374574759,0.014563161,saddle_node,purple
0.55,0.24,0.77,0.42,0.22,0.05,2,0.020339391,0.69910863,-0.32735157,-0.628970777,stable_node,black
0.55,0.24,0.77,0.42,0.23,0.05,1,0.59734069,0,-0.374574759,-0.01027173,stable_node,black
0.55,0.24,0.77,0.42,0.23,0.05,2,0.589219452,0.005017564,0.009679618,-0.384051576,saddle_node,purple
0.55,0.24,0.77,0.42,0.23,0.05,3,0.022037851,0.684550423,-0.313334749,-0.619524623,stable_node,black
0.55,0.24,0.77,0.42,0.24,0.05,1,0.59734069,0,-0.374574759,-0.035106621,stable_node,black
0.55,0.24,0.77,0.42,0.24,0.05,2,0.569416881,0.017299246,0.029013101,-0.402972358,saddle_node,purple
0.55,0.24,0.77,0.42,0.24,0.05,3,0.023869723,0.669839969,-0.299205739,-0.610072503,stable_node,black
0.55,0.24,0.77,0.42,0.25,0.05,1,0.59734069,0,-0.374574759,-0.059941512,stable_node,black
0.55,0.24,0.77,0.42,0.25,0.05,2,0.025852813999999998,0.654956863,-0.284949052,-0.600613986,stable_node,black
0.55,0.24,0.77,0.42,0.25,0.05,3,0.549361819,0.029811129,0.043967091,-0.417636457,saddle_node,purple
0.55,0.24,0.77,0.42,0.26,0.05,1,0.59734069,0,-0.374574759,-0.084776403,stable_node,black
0.55,0.24,0.77,0.42,0.26,0.05,2,0.529031133,0.042578736,0.055622351,-0.429143599,saddle_node,purple
0.55,0.24,0.77,0.42,0.26,0.05,3,0.028008528,0.639876566,-0.270546158,-0.591148449,stable_node,black
0.55,0.24,0.77,0.42,0.27,0.05,1,0.59734069,0,-0.374574759,-0.109611293,stable_node,black
0.55,0.24,0.77,0.42,0.27,0.05,2,0.508397017,0.055632939,0.064655086,-0.438193118,saddle_node,purple
0.55,0.24,0.77,0.42,0.27,0.05,3,0.030362891,0.624569219,-0.255974623,-0.581674999,stable_node,black
0.55,0.24,0.77,0.42,0.28,0.05,1,0.59734069,0,-0.374574759,-0.134446184,stable_node,black
0.55,0.24,0.77,0.42,0.28,0.05,2,0.03294798,0.608997996,-0.241206914,-0.572192377,stable_node,black
0.55,0.24,0.77,0.42,0.28,0.05,3,0.487425559,0.069011606,0.071515732,-0.44526404,saddle_node,purple
0.55,0.24,0.77,0.42,0.29,0.05,1,0.59734069,0,-0.374574759,-0.159281075,stable_node,black
0.55,0.24,0.77,0.42,0.29,0.05,2,0.035803957,0.59311676,-0.226208706,-0.562698809,stable_node,black
0.55,0.24,0.77,0.42,0.29,0.05,3,0.466074712,0.082761945,0.07651415,-0.450702118,saddle_node,purple
0.55,0.24,0.77,0.42,0.3,0.05,1,0.59734069,0,-0.374574759,-0.184115966,stable_node,black
0.55,0.24,0.77,0.42,0.3,0.05,2,0.038982039,0.576866627,-0.210936402,-0.553191773,stable_node,black
0.55,0.24,0.77,0.42,0.3,0.05,3,0.444291317,0.096943946,0.079864075,-0.454766989,saddle_node,purple
0.55,0.24,0.77,0.42,0.31,0.05,1,0.59734069,0,-0.374574759,-0.208950857,stable_node,black
0.55,0.24,0.77,0.42,0.31,0.05,2,0.042549009,0.560170758,-0.195333392,-0.543667636,stable_node,black
0.55,0.24,0.77,0.42,0.31,0.05,3,0.422006588,0.111635587,0.081706863,-0.45766003,saddle_node,purple
0.55,0.24,0.77,0.42,0.32,0.05,1,0.59734069,0,-0.374574759,-0.233785747,stable_node,black
0.55,0.24,0.77,0.42,0.32,0.05,2,0.046594338,0.542926118,-0.179324158,-0.534121059,stable_node,black
0.55,0.24,0.77,0.42,0.32,0.05,3,0.399128991,0.126941074,0.082122737,-0.459542097,saddle_node,purple
0.55,0.24,0.77,0.42,0.33,0.05,1,0.59734069,0,-0.374574759,-0.258620638,stable_node,black
0.55,0.24,0.77,0.42,0.33,0.05,2,0.375532401,0.14300455,0.081132211,-0.460545769,saddle_node,purple
0.55,0.24,0.77,0.42,0.33,0.05,3,0.051242026,0.524989775,-0.162804489,-0.52454395,stable_node,black
0.55,0.24,0.77,0.42,0.34,0.05,1,0.59734069,0,-0.374574759,-0.283455529,stable_node,black
0.55,0.24,0.77,0.42,0.34,0.05,2,0.351035072,0.160034436,0.078686405,-0.460784903,saddle_node,purple
0.55,0.24,0.77,0.42,0.34,0.05,3,0.056671627,0.506154555,-0.145624172,-0.514923542,stable_node,black
0.55,0.24,0.77,0.42,0.35,0.05,1,0.59734069,0,-0.374574759,-0.30829042,stable_node,black
0.55,0.24,0.77,0.42,0.35,0.05,2,0.325358991,0.178350545,0.074639027,-0.460363866,saddle_node,purple
0.55,0.24,0.77,0.42,0.35,0.05,3,0.063158889,0.486101931,-0.127553626,-0.505238511,stable_node,black
0.55,0.24,0.77,0.42,0.36,0.05,1,0.59734069,0,-0.374574759,-0.333125311,stable_node,black
0.55,0.24,0.77,0.42,0.36,0.05,2,0.298041372,0.198486731,0.068677791,-0.459390212,saddle_node,purple
0.55,0.24,0.77,0.42,0.36,0.05,3,0.071164264,0.464299377,-0.108211453,-0.495450154,stable_node,black
0.55,0.24,0.77,0.42,0.37,0.05,1,0.59734069,0,-0.374574759,-0.357960201,stable_node,black
0.55,0.24,0.77,0.42,0.37,0.05,2,0.268204479,0.22145807,0.060139487,-0.458001456,saddle_node,purple
0.55,0.24,0.77,0.42,0.37,0.05,3,0.081563076,0.439733189,-0.086876668,-0.485478464,stable_node,black
0.55,0.24,0.77,0.42,0.38,0.05,1,0.233742507,0.249705552,0.047351159,-0.456455577,saddle_node,purple
0.55,0.24,0.77,0.42,0.38,0.05,2,0.59734069,0,-0.382795092,-0.374574759,stable_node,black
0.55,0.24,0.77,0.42,0.38,0.05,3,0.096458639,0.409963794,-0.061827747,-0.475113758,stable_node,black
0.55,0.24,0.77,0.42,0.39,0.05,1,0.59734069,0,-0.407629983,-0.374574759,stable_node,black
0.55,0.24,0.77,0.42,0.39,0.05,2,0.125579641,0.363684911,-0.025167069,-0.463282283,stable_node,black
0.55,0.24,0.77,0.42,0.39,0.05,3,0.184924195,0.294536921,0.022456179,-0.455867036,saddle_node,purple
0.55,0.24,0.77,0.42,0.4,0.05,1,0.59734069,0,-0.432464874,-0.374574759,stable_node,black
0.55,0.24,0.77,0.42,0.41,0.05,1,0.59734069,0,-0.457299765,-0.374574759,stable_node,black
0.55,0.24,0.77,0.42,0.42,0.05,1,0.59734069,0,-0.482134655,-0.374574759,stable_node,black
0.55,0.24,0.77,0.42,0.43,0.05,1,0.59734069,0,-0.506969546,-0.374574759,stable_node,black
0.55,0.24,0.77,0.42,0.44,0.05,1,0.59734069,0,-0.531804437,-0.374574759,stable_node,black
0.55,0.24,0.77,0.42,0.45,0.05,1,0.59734069,0,-0.556639328,-0.374574759,stable_node,black
0.55,0.24,0.77,0.42,0.46,0.05,1,0.59734069,0,-0.581474219,-0.374574759,stable_node,black
0.55,0.24,0.77,0.42,0.47,0.05,1,0.59734069,0,-0.60630911,-0.374574759,stable_node,black
0.55,0.24,0.77,0.42,0.48,0.05,1,0.59734069,0,-0.631144,-0.374574759,stable_node,black
0.55,0.24,0.77,0.42,0.49,0.05,1,0.59734069,0,-0.655978891,-0.374574759,stable_node,black
0.55,0.24,0.77,0.42,0.5,0.05,1,0.59734069,0,-0.680813782,-0.374574759,stable_node,black
0.55,0.24,0.77,0.43,0,0.05,1,0,1,-0.630483052,-0.837016948,stable_node,black
0.55,0.24,0.77,0.43,0,0.05,2,0.59734069,0,-0.374574759,0.566904165,saddle_node,purple
0.55,0.24,0.77,0.43,0.01,0.05,1,0.59734069,0,-0.374574759,0.542069275,saddle_node,purple
0.55,0.24,0.77,0.43,0.01,0.05,2,5.31203e-4,0.986771527,-0.617241073,-0.827693423,stable_node,black
0.55,0.24,0.77,0.43,0.02,0.05,1,0.59734069,0,-0.374574759,0.517234384,saddle_node,purple
0.55,0.24,0.77,0.43,0.02,0.05,2,0.001083422,0.973519409,-0.603991525,-0.818359204,stable_node,black
0.55,0.24,0.77,0.43,0.03,0.05,1,0.59734069,0,-0.374574759,0.492399493,saddle_node,purple
0.55,0.24,0.77,0.43,0.03,0.05,2,0.00165796,0.960242172,-0.590732673,-0.809014883,stable_node,black
0.55,0.24,0.77,0.43,0.04,0.05,1,0.59734069,0,-0.374574759,0.467564602,saddle_node,purple
0.55,0.24,0.77,0.43,0.04,0.05,2,0.002256236,0.946938216,-0.577462723,-0.799661014,stable_node,black
0.55,0.24,0.77,0.43,0.05,0.05,1,0.59734069,0,-0.374574759,0.442729711,saddle_node,purple
0.55,0.24,0.77,0.43,0.05,0.05,2,0.002879795,0.933605798,-0.564179807,-0.790298113,stable_node,black
0.55,0.24,0.77,0.43,0.06,0.05,1,0.59734069,0,-0.374574759,0.417894821,saddle_node,purple
0.55,0.24,0.77,0.43,0.06,0.05,2,0.003530321,0.920243015,-0.550881968,-0.780926661,stable_node,black
0.55,0.24,0.77,0.43,0.07,0.05,1,0.59734069,0,-0.374574759,0.39305993,saddle_node,purple
0.55,0.24,0.77,0.43,0.07,0.05,2,0.004209656,0.906847786,-0.537567137,-0.77154711,stable_node,black
0.55,0.24,0.77,0.43,0.08,0.05,1,0.59734069,0,-0.374574759,0.368225039,saddle_node,purple
0.55,0.24,0.77,0.43,0.08,0.05,2,0.004919821,0.89341783,-0.524233124,-0.762159882,stable_node,black
0.55,0.24,0.77,0.43,0.09,0.05,1,0.59734069,0,-0.374574759,0.343390148,saddle_node,purple
0.55,0.24,0.77,0.43,0.09,0.05,2,0.005663033,0.87995064,-0.510877584,-0.752765373,stable_node,black
0.55,0.24,0.77,0.43,0.1,0.05,1,0.59734069,0,-0.374574759,0.318555257,saddle_node,purple
0.55,0.24,0.77,0.43,0.1,0.05,2,0.006441737,0.866443453,-0.497498002,-0.743363952,stable_node,black
0.55,0.24,0.77,0.43,0.11,0.05,1,0.59734069,0,-0.374574759,0.293720367,saddle_node,purple
0.55,0.24,0.77,0.43,0.11,0.05,2,0.007258633,0.852893217,-0.48409166,-0.733955967,stable_node,black
0.55,0.24,0.77,0.43,0.12,0.05,1,0.59734069,0,-0.374574759,0.268885476,saddle_node,purple
0.55,0.24,0.77,0.43,0.12,0.05,2,0.008116711,0.839296548,-0.470655604,-0.724541738,stable_node,black
0.55,0.24,0.77,0.43,0.13,0.05,1,0.59734069,0,-0.374574759,0.244050585,saddle_node,purple
0.55,0.24,0.77,0.43,0.13,0.05,2,0.009019296,0.825649687,-0.457186612,-0.715121567,stable_node,black
0.55,0.24,0.77,0.43,0.14,0.05,1,0.59734069,0,-0.374574759,0.219215694,saddle_node,purple
0.55,0.24,0.77,0.43,0.14,0.05,2,0.009970093,0.81194844,-0.443681143,-0.705695729,stable_node,black
0.55,0.24,0.77,0.43,0.15,0.05,1,0.59734069,0,-0.374574759,0.194380803,saddle_node,purple
0.55,0.24,0.77,0.43,0.15,0.05,2,0.01097325,0.798188111,-0.43013529,-0.696264479,stable_node,black
0.55,0.24,0.77,0.43,0.16,0.05,1,0.59734069,0,-0.374574759,0.169545912,saddle_node,purple
0.55,0.24,0.77,0.43,0.16,0.05,2,0.012033424,0.784363425,-0.416544716,-0.686828044,stable_node,black
0.55,0.24,0.77,0.43,0.17,0.05,1,0.59734069,0,-0.374574759,0.144711022,saddle_node,purple
0.55,0.24,0.77,0.43,0.17,0.05,2,0.013155871,0.770468429,-0.402904583,-0.677386626,stable_node,black
0.55,0.24,0.77,0.43,0.18,0.05,1,0.59734069,0,-0.374574759,0.119876131,saddle_node,purple
0.55,0.24,0.77,0.43,0.18,0.05,2,0.014346542,0.756496378,-0.389209459,-0.667940398,stable_node,black
0.55,0.24,0.77,0.43,0.19,0.05,1,0.59734069,0,-0.374574759,0.09504124,saddle_node,purple
0.55,0.24,0.77,0.43,0.19,0.05,2,0.015612216,0.742439584,-0.375453214,-0.658489497,stable_node,black
0.55,0.24,0.77,0.43,0.2,0.05,1,0.59734069,0,-0.374574759,0.070206349,saddle_node,purple
0.55,0.24,0.77,0.43,0.2,0.05,2,0.016960651,0.728289251,-0.361628882,-0.649034023,stable_node,black
0.55,0.24,0.77,0.43,0.21,0.05,1,0.59734069,0,-0.374574759,0.045371458,saddle_node,purple
0.55,0.24,0.77,0.43,0.21,0.05,2,0.018400776,0.714035243,-0.347728503,-0.639574025,stable_node,black
0.55,0.24,0.77,0.43,0.22,0.05,1,0.59734069,0,-0.374574759,0.020536568,saddle_node,purple
0.55,0.24,0.77,0.43,0.22,0.05,2,0.019942937,0.699665813,-0.333742907,-0.630109497,stable_node,black
0.55,0.24,0.77,0.43,0.23,0.05,1,0.59734069,0,-0.374574759,-0.004298323,stable_node,black
0.55,0.24,0.77,0.43,0.23,0.05,2,0.593972115,0.002059641,0.004191468,-0.378665167,saddle_node,purple
0.55,0.24,0.77,0.43,0.23,0.05,3,0.021599206,0.685167251,-0.319661458,-0.620640357,stable_node,black
0.55,0.24,0.77,0.43,0.24,0.05,1,0.59734069,0,-0.374574759,-0.029133214,stable_node,black
0.55,0.24,0.77,0.43,0.24,0.05,2,0.023383776,0.670523423,-0.305471713,-0.611166431,stable_node,black
0.55,0.24,0.77,0.43,0.24,0.05,3,0.574370577,0.014082092,0.024834266,-0.398785562,saddle_node,purple
0.55,0.24,0.77,0.43,0.25,0.05,1,0.59734069,0,-0.374574759,-0.053968105,stable_node,black
0.55,0.24,0.77,0.43,0.25,0.05,2,0.55451886,0.026328055,0.040754719,-0.414299561,saddle_node,purple
0.55,0.24,0.77,0.43,0.25,0.05,3,0.025313483,0.655715184,-0.291158983,-0.60168742,stable_node,black
0.55,0.24,0.77,0.43,0.26,0.05,1,0.59734069,0,-0.374574759,-0.078802996,stable_node,black
0.55,0.24,0.77,0.43,0.26,0.05,2,0.534394914,0.03882154,0.053172491,-0.42644459,saddle_node,purple
0.55,0.24,0.77,0.43,0.26,0.05,3,0.027408498,0.640719583,-0.27670575,-0.592202866,stable_node,black
0.55,0.24,0.77,0.43,0.27,0.05,1,0.59734069,0,-0.374574759,-0.103637886,stable_node,black
0.55,0.24,0.77,0.43,0.27,0.05,2,0.51397237,0.051591455,0.062835594,-0.435990248,saddle_node,purple
0.55,0.24,0.77,0.43,0.27,0.05,3,0.029693252,0.625508799,-0.262090886,-0.58271209,stable_node,black
0.55,0.24,0.77,0.43,0.28,0.05,1,0.59734069,0,-0.374574759,-0.128472777,stable_node,black
0.55,0.24,0.77,0.43,0.28,0.05,2,0.03219773,0.61004867,-0.247288567,-0.573214109,stable_node,black
0.55,0.24,0.77,0.43,0.28,0.05,3,0.493219252,0.064673088,0.070236791,-0.443455872,saddle_node,purple
0.55,0.24,0.77,0.43,0.29,0.05,1,0.59734069,0,-0.374574759,-0.153307668,stable_node,black
0.55,0.24,0.77,0.43,0.29,0.05,2,0.034959275,0.594296615,-0.23226676,-0.563707519,stable_node,black
0.55,0.24,0.77,0.43,0.29,0.05,3,0.472096159,0.078110177,0.075713663,-0.449212247,saddle_node,purple
0.55,0.24,0.77,0.43,0.3,0.05,1,0.59734069,0,-0.374574759,-0.178142559,stable_node,black
0.55,0.24,0.77,0.43,0.3,0.05,2,0.038025223,0.578198617,-0.216985023,-0.554190303,stable_node,black
0.55,0.24,0.77,0.43,0.3,0.05,3,0.450553633,0.091957933,0.079500025,-0.453535405,saddle_node,purple
0.55,0.24,0.77,0.43,0.31,0.05,1,0.59734069,0,-0.374574759,-0.20297745,stable_node,black
0.55,0.24,0.77,0.43,0.31,0.05,2,0.04145684,0.561684705,-0.201391221,-0.544659538,stable_node,black
0.55,0.24,0.77,0.43,0.31,0.05,3,0.428528222,0.106287559,0.081753526000000007,-0.456637799,saddle_node,purple
0.55,0.24,0.77,0.43,0.32,0.05,1,0.59734069,0,-0.374574759,-0.22781234,stable_node,black
0.55,0.24,0.77,0.43,0.32,0.05,2,0.04533546,0.544661904,-0.185416418,-0.53511092,stable_node,black
0.55,0.24,0.77,0.43,0.32,0.05,3,0.405936334,0.121193302,0.082569534,-0.45868778,saddle_node,purple
0.55,0.24,0.77,0.43,0.33,0.05,1,0.59734069,0,-0.374574759,-0.25264723100000003,stable_node,black
0.55,0.24,0.77,0.43,0.33,0.05,2,0.382664207,0.13680398,0.08198512,-0.459822711,saddle_node,purple
0.55,0.24,0.77,0.43,0.33,0.05,3,0.049772511,0.52700271,-0.168966564,-0.525537941,stable_node,black
0.55,0.24,0.77,0.43,0.34,0.05,1,0.59734069,0,-0.374574759,-0.277482122,stable_node,black
0.55,0.24,0.77,0.43,0.34,0.05,2,0.358550498,0.153303002,0.079972947,-0.460158748,saddle_node,purple
0.55,0.24,0.77,0.43,0.34,0.05,3,0.054926929,0.508525068,-0.151908087,-0.515930404,stable_node,black
0.55,0.24,0.77,0.43,0.35,0.05,1,0.061037824,0.488954767,-0.134040943,-0.506271506,stable_node,black
0.55,0.24,0.77,0.43,0.35,0.05,2,0.59734069,0,-0.374574759,-0.302317013,stable_node,black
0.55,0.24,0.77,0.43,0.35,0.05,3,0.333353609,0.170965981,0.076420104,-0.459799541,saddle_node,purple
0.55,0.24,0.77,0.43,0.36,0.05,1,0.59734069,0,-0.374574759,-0.327151904,stable_node,black
0.55,0.24,0.77,0.43,0.36,0.05,2,0.306683468,0.19023931,0.071076143,-0.458846751,saddle_node,purple
0.55,0.24,0.77,0.43,0.36,0.05,3,0.068492694,0.467846864,-0.11504251,-0.496531465,stable_node,black
0.55,0.24,0.77,0.43,0.37,0.05,1,0.59734069,0,-0.374574759,-0.351986795,stable_node,black
0.55,0.24,0.77,0.43,0.37,0.05,2,0.277835297,0.211931821,0.063419807,-0.45741932,saddle_node,purple
0.55,0.24,0.77,0.43,0.37,0.05,3,0.077993656,0.444394026,-0.094331275,-0.486651292,stable_node,black
0.55,0.24,0.77,0.43,0.38,0.05,1,0.245268221,0.237816464,0.052235206,-0.455709061,saddle_node,purple
0.55,0.24,0.77,0.43,0.38,0.05,2,0.59734069,0,-0.376821685,-0.374574759,stable_node,black
0.55,0.24,0.77,0.43,0.38,0.05,3,0.091078831,0.416824852,-0.070640731,-0.476489475,stable_node,black
0.55,0.24,0.77,0.43,0.39,0.05,1,0.59734069,0,-0.401656576,-0.374574759,stable_node,black
0.55,0.24,0.77,0.43,0.39,0.05,2,0.203809732,0.273859775,0.033338045,-0.454283357,saddle_node,purple
0.55,0.24,0.77,0.43,0.39,0.05,3,0.112917876,0.379174413,-0.039743887,-0.465521,stable_node,black
0.55,0.24,0.77,0.43,0.4,0.05,1,0.59734069,0,-0.426491467,-0.374574759,stable_node,black
0.55,0.24,0.77,0.43,0.41,0.05,1,0.59734069,0,-0.451326358,-0.374574759,stable_node,black
0.55,0.24,0.77,0.43,0.42,0.05,1,0.59734069,0,-0.476161249,-0.374574759,stable_node,black
0.55,0.24,0.77,0.43,0.43,0.05,1,0.59734069,0,-0.500996139,-0.374574759,stable_node,black
0.55,0.24,0.77,0.43,0.44,0.05,1,0.59734069,0,-0.52583103,-0.374574759,stable_node,black
0.55,0.24,0.77,0.43,0.45,0.05,1,0.59734069,0,-0.550665921,-0.374574759,stable_node,black
0.55,0.24,0.77,0.43,0.46,0.05,1,0.59734069,0,-0.575500812,-0.374574759,stable_node,black
0.55,0.24,0.77,0.43,0.47,0.05,1,0.59734069,0,-0.600335703,-0.374574759,stable_node,black
0.55,0.24,0.77,0.43,0.48,0.05,1,0.59734069,0,-0.625170593,-0.374574759,stable_node,black
0.55,0.24,0.77,0.43,0.49,0.05,1,0.59734069,0,-0.650005484,-0.374574759,stable_node,black
0.55,0.24,0.77,0.43,0.5,0.05,1,0.59734069,0,-0.674840375,-0.374574759,stable_node,black
0.55,0.24,0.77,0.44,0,0.05,1,0,1,-0.638492519,-0.839007481,stable_node,black
0.55,0.24,0.77,0.44,0,0.05,2,0.59734069,0,-0.374574759,0.572877572,saddle_node,purple
0.55,0.24,0.77,0.44,0.01,0.05,1,0.59734069,0,-0.374574759,0.548042682,saddle_node,purple
0.55,0.24,0.77,0.44,0.01,0.05,2,5.23241e-4,0.986781942,-0.625174263,-0.82963752,stable_node,black
0.55,0.24,0.77,0.44,0.02,0.05,1,0.59734069,0,-0.374574759,0.523207791,saddle_node,purple
0.55,0.24,0.77,0.44,0.02,0.05,2,0.001067067,0.973540914,-0.611847982,-0.8202578,stable_node,black
0.55,0.24,0.77,0.44,0.03,0.05,1,0.59734069,0,-0.374574759,0.4983729,saddle_node,purple
0.55,0.24,0.77,0.44,0.03,0.05,2,0.001632748,0.960275494,-0.598511994,-0.810868899,stable_node,black
0.55,0.24,0.77,0.44,0.04,0.05,1,0.59734069,0,-0.374574759,0.473538009,saddle_node,purple
0.55,0.24,0.77,0.44,0.04,0.05,2,0.002221664,0.946984138,-0.585164557,-0.801471356,stable_node,black
0.55,0.24,0.77,0.44,0.05,0.05,1,0.59734069,0,-0.374574759,0.448703118,saddle_node,purple
0.55,0.24,0.77,0.44,0.05,0.05,2,0.002835316,0.933665165,-0.571803862,-0.792065675,stable_node,black
0.55,0.24,0.77,0.44,0.06,0.05,1,0.59734069,0,-0.374574759,0.423868227,saddle_node,purple
0.55,0.24,0.77,0.44,0.06,0.05,2,0.003475341,0.92031674,-0.55842801,-0.782652327,stable_node,black
0.55,0.24,0.77,0.44,0.07,0.05,1,0.59734069,0,-0.374574759,0.399033337,saddle_node,purple
0.55,0.24,0.77,0.44,0.07,0.05,2,0.00414353,0.906936859,-0.545035001,-0.773231753,stable_node,black
0.55,0.24,0.77,0.44,0.08,0.05,1,0.59734069,0,-0.374574759,0.374198446,saddle_node,purple
0.55,0.24,0.77,0.44,0.08,0.05,2,0.004841841,0.893523326,-0.531622711,-0.763804367,stable_node,black
0.55,0.24,0.77,0.44,0.09,0.05,1,0.59734069,0,-0.374574759,0.349363555,saddle_node,purple
0.55,0.24,0.77,0.44,0.09,0.05,2,0.005572426,0.880073728,-0.518188873,-0.754370557,stable_node,black
0.55,0.24,0.77,0.44,0.1,0.05,1,0.59734069,0,-0.374574759,0.324528664,saddle_node,purple
0.55,0.24,0.77,0.44,0.1,0.05,2,0.006337654,0.866585411,-0.504731054,-0.744930689,stable_node,black
0.55,0.24,0.77,0.44,0.11,0.05,1,0.59734069,0,-0.374574759,0.299693773,saddle_node,purple
0.55,0.24,0.77,0.44,0.11,0.05,2,0.007140138,0.853055443,-0.491246625,-0.735485106,stable_node,black
0.55,0.24,0.77,0.44,0.12,0.05,1,0.59734069,0,-0.374574759,0.274858883,saddle_node,purple
0.55,0.24,0.77,0.44,0.12,0.05,2,0.007982773,0.839480576,-0.477732735,-0.72603413000000006,stable_node,black
0.55,0.24,0.77,0.44,0.13,0.05,1,0.59734069,0,-0.374574759,0.250023992,saddle_node,purple
0.55,0.24,0.77,0.44,0.13,0.05,2,0.00886877,0.825857207,-0.464186269,-0.716578062,stable_node,black
0.55,0.24,0.77,0.44,0.14,0.05,1,0.59734069,0,-0.374574759,0.225189101,saddle_node,purple
0.55,0.24,0.77,0.44,0.14,0.05,2,0.009801707,0.812181317,-0.450603811,-0.707117185,stable_node,black
0.55,0.24,0.77,0.44,0.15,0.05,1,0.59734069,0,-0.374574759,0.20035421,saddle_node,purple
0.55,0.24,0.77,0.44,0.15,0.05,2,0.010785584,0.798448416,-0.436981595,-0.697651759,stable_node,black
0.55,0.24,0.77,0.44,0.16,0.05,1,0.59734069,0,-0.374574759,0.175519319,saddle_node,purple
0.55,0.24,0.77,0.44,0.16,0.05,2,0.011824889,0.78465346,-0.423315441,-0.688182026,stable_node,black
0.55,0.24,0.77,0.44,0.17,0.05,1,0.59734069,0,-0.374574759,0.150684429,saddle_node,purple
0.55,0.24,0.77,0.44,0.17,0.05,2,0.012924676,0.770790769,-0.409600694,-0.678708203,stable_node,black
0.55,0.24,0.77,0.44,0.18,0.05,1,0.59734069,0,-0.374574759,0.125849538,saddle_node,purple
0.55,0.24,0.77,0.44,0.18,0.05,2,0.014090666,0.756853911,-0.395832131,-0.669230484,stable_node,black
0.55,0.24,0.77,0.44,0.19,0.05,1,0.59734069,0,-0.374574759,0.101014647,saddle_node,purple
0.55,0.24,0.77,0.44,0.19,0.05,2,0.01532936,0.742835571,-0.382003865,-0.659749036,stable_node,black
0.55,0.24,0.77,0.44,0.2,0.05,1,0.59734069,0,-0.374574759,0.076179756,saddle_node,purple
0.55,0.24,0.77,0.44,0.2,0.05,2,0.016648188,0.728727389,-0.368109219,-0.650263992,stable_node,black
0.55,0.24,0.77,0.44,0.21,0.05,1,0.59734069,0,-0.374574759,0.051344865,saddle_node,purple
0.55,0.24,0.77,0.44,0.21,0.05,2,0.018055688,0.71451975,-0.35414057,-0.640775448,stable_node,black
0.55,0.24,0.77,0.44,0.22,0.05,1,0.59734069,0,-0.374574759,0.026509975,saddle_node,purple
0.55,0.24,0.77,0.44,0.22,0.05,2,0.019561732,0.700201535,-0.340089155,-0.631283452,stable_node,black
0.55,0.24,0.77,0.44,0.23,0.05,1,0.59734069,0,-0.374574759,0.001675084,saddle_node,purple
0.55,0.24,0.77,0.44,0.23,0.05,2,0.021177812,0.685759791,-0.32594483,-0.621787994,stable_node,black
0.55,0.24,0.77,0.44,0.24,0.05,1,0.59734069,0,-0.374574759,-0.023159807,stable_node,black
0.55,0.24,0.77,0.44,0.24,0.05,2,0.57923828,0.010983472,0.020373122,-0.39436614,saddle_node,purple
0.55,0.24,0.77,0.44,0.24,0.05,3,0.022917406,0.671179315,-0.311695754,-0.612288987,stable_node,black
0.55,0.24,0.77,0.44,0.25,0.05,1,0.59734069,0,-0.374574759,-0.047994698,stable_node,black
0.55,0.24,0.77,0.44,0.25,0.05,2,0.559586426,0.022971711,0.037321903,-0.410797183,saddle_node,purple
0.55,0.24,0.77,0.44,0.25,0.05,3,0.02479646,0.656442115,-0.297327984,-0.602786244,stable_node,black
0.55,0.24,0.77,0.44,0.26,0.05,1,0.59734069,0,-0.374574759,-0.072829589,stable_node,black
0.55,0.24,0.77,0.44,0.26,0.05,2,0.539665391,0.035199839,0.050540037,-0.423623684,saddle_node,purple
0.55,0.24,0.77,0.44,0.26,0.05,3,0.026834016,0.64152669,-0.282824944,-0.593279449,stable_node,black
0.55,0.24,0.77,0.44,0.27,0.05,1,0.59734069,0,-0.374574759,-0.09766448,stable_node,black
0.55,0.24,0.77,0.44,0.27,0.05,2,0.519450099,0.047694994,0.060858079,-0.433696378,saddle_node,purple
0.55,0.24,0.77,0.44,0.27,0.05,3,0.029053057,0.626407071,-0.268166704,-0.583768104,stable_node,black
0.55,0.24,0.77,0.44,0.28,0.05,1,0.498910303,0.060490139,0.068816101,-0.441580079,saddle_node,purple
0.55,0.24,0.77,0.44,0.28,0.05,2,0.59734069,0,-0.374574759,-0.12249937,stable_node,black
0.55,0.24,0.77,0.44,0.28,0.05,3,0.031481672,0.611051497,-0.253329008,-0.574251467,stable_node,black
0.55,0.24,0.77,0.44,0.29,0.05,1,0.59734069,0,-0.374574759,-0.147334261,stable_node,black
0.55,0.24,0.77,0.44,0.29,0.05,2,0.034154674,0.595420574,-0.238281901,-0.564728451,stable_node,black
0.55,0.24,0.77,0.44,0.29,0.05,3,0.478008959,0.073625913,0.074781908,-0.44767337,saddle_node,purple
